geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_state,geolocation_city
54705,-8.003074097409037,-35.020456108661755,pe,sao lourenco da mata
54710,-8.001562059616601,-35.04860326817894,pe,sao lourenco da mata
54715,-8.013349832561493,-35.0035054095495,pe,sao lourenco da mata
54720,-8.002436209280658,-35.050095709280654,pe,sao lourenco da mata
54725,-7.992048716616624,-35.045477049414615,pe,sao lourenco da mata
54727,-7.991322462483782,-35.05336840868865,pe,sao lourenco da mata
54730,-7.994366635264184,-35.04673333707715,pe,sao lourenco da mata
54733,-8.002344702428482,-35.00822627542937,pe,são lourenço da mata
54735,-7.994080655288808,-35.03047401067581,pe,sao lourenco da mata
54737,-7.979035499999998,-35.07036975000001,pe,sao lourenco da mata
54740,-8.013860372385903,-35.016474807222295,pe,sao lourenco da mata
54749,-8.034989499989507,-35.10375419445552,pe,sao lourenco da mata
54753,-8.011133014715186,-34.967871440186975,pe,camaragibe
54756,-7.9956365745049665,-34.98182603604691,pe,camaragibe
54758,-8.013534840848648,-34.96562903248908,pe,camaragibe
54759,-8.014086082842855,-34.974303288954275,pe,camaragibe
54762,-8.026146003130536,-34.97507918381033,pe,camaragibe
54765,-8.030197885105824,-34.99321724257028,pe,camaragibe
54766,-8.023607968088129,-34.98620844240867,pe,camaragibe
54767,-8.027605403283452,-35.001318996537535,pe,camaragibe
54768,-8.01920132194592,-34.99185000721335,pe,camaragibe
54771,-8.024701725777634,-35.00388027200064,pe,camaragibe
54774,-8.026056451136848,-34.99557311814137,pe,camaragibe
54777,-8.005391039447304,-34.998606125061514,pe,camaragibe
54783,-7.946900864380471,-35.022868553323974,pe,camaragibe
54786,-7.956080999999997,-35.01227925,pe,camaragibe
54789,-7.973696935504432,-35.0017694925936,pe,camaragibe
54792,-7.979405219339859,-34.9794320028496,pe,camaragibe
54800,-8.115659081703685,-35.09941870029632,pe,moreno
55002,-8.28465051618529,-35.96975637467875,pe,caruaru
55004,-8.286688780194964,-35.97116381695427,pe,caruaru
55006,-8.267831363589305,-35.973979836626064,pe,caruaru
55008,-8.286022089647403,-35.979771273529856,pe,caruaru
55010,-8.281177341900134,-35.97916222033808,pe,caruaru
55012,-8.273735309504863,-35.979429347783295,pe,caruaru
55014,-8.272907999999997,-35.976804749999985,pe,caruaru
55016,-8.27536567110052,-35.96508629156327,pe,caruaru
55018,-8.270852170813559,-35.95165132918644,pe,caruaru
55019,-8.268224359331265,-35.95328621163843,pe,caruaru
55020,-8.282822407959456,-35.95596783067676,pe,caruaru
55021,-8.275906790999954,-35.94974999999994,pe,caruaru
55022,-8.277214568411361,-35.931514851780314,pe,caruaru
55024,-8.286415962259753,-35.95832378711987,pe,caruaru
55026,-8.299259845801828,-35.958063004070524,pe,caruaru
55028,-8.295731947544565,-35.96580874799464,pe,caruaru
55030,-8.289119910777261,-35.97351836152841,pe,caruaru
55031,-8.309252385417157,-35.97505204078006,pe,caruaru
55032,-8.299284607808893,-35.98116283346567,pe,caruaru
55034,-8.287225332306528,-35.98960972512089,pe,caruaru
55036,-8.276826510675813,-36.000013583819026,pe,caruaru
55038,-8.277960488487466,-35.986691618933534,pe,caruaru
55040,-8.301683241340463,-36.02673627526858,pe,caruaru
55042,-8.275617465034497,-36.0042279039756,pe,caruaru
55044,-8.269308367677091,-35.98712926309032,pe,caruaru
55120,-8.136108249653915,-35.85336588633218,pe,riacho das almas
55125,-8.009000671370503,-36.05661953152595,pe,toritama
55130,-8.3267996137047,-36.13811255881277,pe,sao caitano
55140,-8.3150128571058,-36.289674417188806,pe,tacaimbo
55150,-8.33329511889542,-36.41979858950759,pe,belo jardim
55152,-8.340702339483235,-36.440920773949976,pe,belo jardim
55153,-8.333420558391284,-36.43209793129962,pe,belo jardim
55154,-8.331587677804986,-36.41667494472954,pe,belo jardim
55155,-8.332222335704854,-36.42087969575788,pe,belo jardim
55156,-21.494080589801413,-56.154587071454486,pe,belo jardim
55157,-8.334178541550896,-36.41801291601426,pe,belo jardim
55158,-8.340013009126809,-36.41263390198312,pe,belo jardim
55160,-20.107131280852585,-40.189851962289055,pe,serra do vento
55168,-8.01442121869459,-34.90060401138776,pe,água fria
55170,-8.151652952943909,-36.36954681604157,pe,brejo da madre de deus
55175,-8.176074681211913,-36.19531528725418,pe,fazenda nova
55178,-20.12146841794372,-40.30665951351365,pe,sao domingos
55180,-7.986264334236295,-36.498199409894745,pe,jatauba
55190,-7.950454194661508,-36.20022733984541,pe,santa cruz do capibaribe
55191,-7.930836475799663,-36.19826518627323,pe,santa cruz do capibaribe
55192,-7.9600650546770115,-36.200893008373946,pe,santa cruz do capibaribe
55194,-7.9573149484065855,-36.20737275553074,pe,santa cruz do capibaribe
55195,-7.946001155478501,-36.212799606322896,pe,santa cruz do capibaribe
55199,-7.960677962572691,-36.20464344385904,pe,santa cruz do capibaribe
55200,-8.357403841853266,-36.69328576482785,pe,pesqueira
55240,-8.185616723195766,-36.707302498878846,pe,poção
55250,-8.363166291899267,-36.55908780488775,pe,sanharo
55260,-8.466281320543434,-36.77651808934907,pe,alagoinha
55265,-8.538205697021308,-36.7250466146284,pe,perpétuo socorro
55270,-8.58155669496958,-36.87812529015714,pe,venturosa
55280,-8.49942,-36.94129649999999,pe,pedra
55290,-8.912742075350845,-36.481261332902754,pe,garanhuns
55291,-8.908919056350562,-36.48022108771418,pe,garanhuns
55292,-8.893590297258203,-36.49823874998716,pe,garanhuns
55293,-8.89366338039416,-36.49417129281567,pe,garanhuns
55294,-8.877915036686971,-36.49335884510349,pe,garanhuns
55295,-8.886549427405042,-36.49571317874656,pe,garanhuns
55296,-8.892888006125926,-36.48858119678388,pe,garanhuns
55297,-8.873230514859403,-36.47337300000001,pe,garanhuns
55298,-8.880250253678792,-36.46636636427381,pe,garanhuns
55299,-8.883853211550809,-36.464380027256176,pe,garanhuns
55302,-8.51444581298122,-35.124573377136564,pe,sao pedro
55305,-9.05622452267114,-36.62388843648733,pe,terezinha
55310,-9.002940112684847,-36.32472674691857,pe,palmeirina
55315,-9.128976277683057,-36.32604458379262,pe,correntes
55320,-9.124430663700444,-36.46298474131568,pe,lagoa do ouro
55325,-9.024839005157318,-36.57020044972058,pe,brejão
55330,-9.171474107786908,-36.68549070545152,pe,bom conselho
55334,-9.274423202959923,-36.61723519157835,pe,rainha isabel
55340,-9.109966500000002,-37.12290525,pe,aguas belas
55345,-9.044377464901023,-36.84717360711484,pe,iati
55350,-8.971704264065714,-36.68820299999999,pe,saloá
55355,-8.922594756928405,-36.65975478639499,pe,paranatama
55360,-8.772164248983433,-36.6220877109124,pe,caetés
55365,-8.742673768218529,-36.62827630160531,pe,capoeiras
55370,-8.521195873347017,-36.43397075802652,pe,sao bento do una
55375,-8.742617661013508,-36.33613133997375,pe,calcado
55380,-8.488750405664899,-36.23452647803289,pe,cachoeirinha
55385,-8.658607499999995,-36.318078,pe,lajedo
55390,-8.581078486898193,-36.17826116102996,pe,ibirajuba
55395,-8.70892707294909,-36.417839360975655,pe,jupi
55398,-8.70542045647364,-36.48649783215499,pe,jucati
55400,-8.670113637362366,-35.724458127981634,pe,catende
55402,-8.599729853836907,-35.763144909990004,pe,laje grande
55405,-8.783996147881982,-35.8133131226083,pe,maraial
55409,-8.73127521714635,-35.79771707772199,pe,jaqueira
55410,-8.805091499999998,-35.88034499999999,pe,sao benedito do sul
55415,-8.827370067627754,-36.0100678625892,pe,quipapa
55420,-8.88259748042387,-36.19943188543137,pe,canhotinho
55430,-8.889207168654531,-36.2813002828039,pe,angelim
55435,-8.878650513201102,-36.3704041646935,pe,sao joao
55440,-8.6248171001194,-35.84057383216041,pe,belem de maria
55445,-8.560572356011493,-35.830027192667785,pe,batateira
55450,-8.654107299974273,-35.90256592864493,pe,lagoa dos gatos
55460,-8.611068777245276,-35.95143918642765,pe,cupira
55470,-8.663867999999997,-36.00526725,pe,panelas
55473,-8.656097010950397,-36.09862017590562,pe,panelas
55480,-8.714273064335016,-36.1405359919994,pe,jurema
55485,-23.5550336900096,-46.80124633598827,pe,santo antonio das queimadas
55490,-8.487249302308262,-36.06124155479698,pe,altinho
55495,-8.458042393587931,-35.94626042434976,pe,agrestina
55500,-8.364231345619059,-35.24154113882144,pe,escada
55510,-8.346077822438483,-35.35513142221652,pe,primavera
55515,-8.382198401987715,-35.45034741596354,pe,amaraji
55520,-8.517255474154664,-35.376581239790895,pe,ribeirão
55525,-8.475008743669271,-35.544236173217755,pe,cortes
55530,-8.589458908130187,-35.38743094640927,pe,gameleira
55535,-8.622608323141465,-35.529437011722194,pe,joaquim nabuco
55540,-8.677580187145876,-35.58735900260141,pe,palmares
55550,-8.709961996764505,-35.524064391273406,pe,água preta
55555,-8.809673922832657,-35.630014111257566,pe,xexeu
55560,-8.815640338548715,-35.19146664451371,pe,barreiros
55565,-8.892030444846668,-35.148294484147435,pe,sao jose da coroa grande
55570,-8.663202080768311,-35.15524416419809,pe,rio formoso
55578,-8.757576618616556,-35.102467146958816,pe,tamandare
55580,-8.61858276547123,-35.1111018918898,pe,sirinhaem
55590,-8.397988170394308,-35.059167248746554,pe,ipojuca
55592,-8.44778498834323,-35.0197075634197,pe,nossa senhora do ó
55595,-8.513416771244213,-35.12499301620093,pe,camela
55600,-8.107024861503833,-35.297153743406994,pe,vitoria de santo antao
55602,-8.117220896762579,-35.29341473604942,pe,vitoria de santo antao
55604,-8.122899562582981,-35.30217959339833,pe,vitoria de santo antao
55605,-8.116711920466186,-35.295985989833966,pe,vitoria de santo antao
55606,-8.120849742426058,-35.312071400225044,pe,vitória de santo antão
55608,-8.129802573598754,-35.28402237566408,pe,vitoria de santo antao
55610,-8.096480418786554,-35.27976087849176,pe,vitória de santo antão
55612,-8.115399975561296,-35.28912887039063,pe,vitoria de santo antao
55614,-8.125784263808066,-35.294378407703384,pe,vitoria de santo antao
55618,-8.072219999999959,-35.35788999999994,pe,pirituba
55620,-8.000215504088436,-35.29736561397076,pe,gloria do goita
55630,-8.139970440964877,-35.397434855205795,pe,pombos
55636,-8.238637548105803,-35.461900329677846,pe,cha grande
55640,-8.205833536211038,-35.563581,pe,gravata
55641,-8.197820207246139,-35.584638408143434,pe,gravata
55642,-8.198882351674856,-35.5670525554527,pe,gravata
55643,-8.21195404269962,-35.56541078211892,pe,gravata
55644,-8.208423317991008,-35.56779396710883,pe,gravata
55645,-8.194552411501478,-35.57834152105437,pe,gravatá
55650,-7.977456202295261,-35.58090828358349,pe,passira
55655,-8.012539706686463,-35.696092961752235,pe,cumaru
55660,-8.229795354769395,-35.754312953644195,pe,bezerros
55665,-8.363290117787423,-35.76703464650922,pe,camocim de sao felix
55670,-8.433630349395811,-35.805361517347485,pe,são joaquim do monte
55675,-7.940611209282875,-35.63549046498017,pe,salgadinho
55680,-8.473676140874986,-35.72753876215729,pe,bonito
55690,-8.416903499999998,-35.66146724999999,pe,barra de guabiraba
55695,-8.299910999999945,-35.684463499999964,pe,sairé
55700,-7.875546293839904,-35.45206000178267,pe,limoeiro
55715,-7.948823182703497,-35.39131251351398,pe,feira nova
55720,-7.861613508877334,-35.5895450372224,pe,joao alfredo
55730,-7.7934361373164736,-35.59490333040225,pe,bom jardim
55735,-7.9511256783138675,-34.87575706855559,pe,bizarra
55740,-7.686243000000003,-35.51522175000001,pe,machados
55745,-7.747069473132823,-35.60347211626461,pe,orobo
55750,-7.843463901327343,-35.761015798604696,pe,surubim
55755,-7.765157999999946,-35.71460899999997,pe,casinhas
55760,-7.784435999999946,-35.832882499999954,pe,vertente do lerio
55765,-7.833474417813418,-35.880905856602084,pe,santa maria do cambuca
55770,-7.9060373774718435,-35.99165846523319,pe,vertentes
55780,-7.968490289626392,-35.9121749635056,pe,frei miguelinho
55790,-7.966669999999965,-36.11666999999994,pe,taquaritinga do norte
55800,-7.74807645270997,-35.233157652248074,pe,nazare da mata
55805,-7.802756999999994,-35.23138199999998,pe,tracunhaem
55811,-7.84450148308018,-35.24456671549742,pe,carpina
55813,-7.847285826908862,-35.25990639221872,pe,carpina
55814,-7.845083036047171,-35.25775907209436,pe,carpina
55815,-7.845697220489346,-35.25306316075286,pe,carpina
55816,-7.842242051652795,-35.26977637057176,pe,carpina
55817,-7.828205355287008,-35.2588118676245,pe,carpina
55818,-7.84754103664833,-35.25155227497928,pe,carpina
55819,-7.846952272016269,-35.23768362748319,pe,carpina
55820,-7.845893558788541,-35.308800180333364,pe,lagoa do carro
55825,-7.904779867143789,-35.174273038602806,pe,paudalho
55835,-7.998446399072471,-35.210479104596075,pe,cha de alegria
55840,-7.9101749999999456,-35.290798999999964,pe,lagoa do itaenga
55845,-7.724721312283236,-35.32781825404751,pe,buenos aires
55850,-7.65295758873245,-35.32118283687258,pe,vicencia
55860,-7.590987000000002,-35.48175300000001,pe,sao vicente ferrer
55865,-7.552842891657974,-35.447118296149824,pe,macaparana
55870,-7.503762479715721,-35.31713364357345,pe,timbauba
55880,-7.4488941246075075,-35.24674196585884,pe,ferreiros
55890,-7.600865057650731,-35.22801632892964,pe,alianca
55900,-7.559924763060348,-34.99311916917845,pe,goiana
55920,-7.407599454068677,-35.1118127580602,pe,itambe
55930,-7.408674886036342,-35.27177123414998,pe,camutanga
55940,-7.587235298393872,-35.09767428315629,pe,condado
55950,-7.671350169806433,-35.10569971017287,pe,itaquitinga
56000,-8.058475340149235,-39.12500632992536,pe,salgueiro
56120,-7.929848247788146,-38.96861967073374,pe,verdejante
56130,-7.718387571502574,-39.23611651708445,pe,cedro
56140,-7.945528499999998,-39.29555925,pe,serrita
56150,-7.626380729260532,-39.55088291339782,pe,moreilandia
56160,-7.71601048916576,-39.61455285903643,pe,granito
56163,-8.0894929031627,-39.57794366732601,pe,parnamirim
56170,-8.615280733073755,-39.60360163194611,pe,oroco
56180,-8.512087572996801,-39.30738516529125,pe,cabrobo
56190,-8.230573793381202,-39.37849349651228,pe,terra nova
56200,-7.885773123452914,-40.09204581192319,pe,ouricuri
56210,-8.162258689598863,-40.61417041344868,pe,santa filomena
56215,-8.240242828074026,-40.33405694767048,pe,santa cruz
56220,-7.779822125551026,-39.94329969920064,pe,bodocó
56230,-7.678815119191475,-39.80148910035537,pe,exu
56250,-7.756134708582977,-40.2708052522259,pe,trindade
56260,-7.553684999999945,-40.238575999999966,pe,ipubi
56280,-7.576218497732113,-40.5031974130007,pe,araripina
56302,-9.397963645565287,-40.495597376074784,pe,petrolina
56304,-9.39083242853022,-40.50556809146507,pe,petrolina
56306,-9.390824550637753,-40.51182054662704,pe,petrolina
56308,-9.394855973628053,-40.517578168330544,pe,petrolina
56309,-9.37755545661964,-40.5388534664787,pe,petrolina
56310,-9.393825091042816,-40.47229872818703,pe,petrolina
56312,-9.388611953921211,-40.55156403857698,pe,petrolina
56313,-9.364737856223716,-40.546196371083134,pe,petrolina
56314,-9.3669424565756,-40.53757038481737,pe,petrolina
56316,-9.35944350929083,-40.538079120318535,pe,petrolina
56317,-9.362301362458028,-40.54883039123136,pe,petrolina
56318,-9.381891964000586,-40.52260974661264,pe,petrolina
56319,-9.391127899396304,-40.50149802720169,pe,petrolina
56320,-9.358524035135137,-40.4793764679649,pe,petrolina
56321,-9.363905738819378,-40.50036581028916,pe,petrolina
56322,-9.358241125233551,-40.49961671165949,pe,petrolina
56323,-9.3517626180877,-40.48687090535457,pe,petrolina
56326,-9.356843074932229,-40.48439605274388,pe,petrolina
56328,-9.400220802682254,-40.49010877826116,pe,petrolina
56330,-9.377889517889177,-40.49594016180967,pe,petrolina
56331,-9.372431687856931,-40.49864609972493,pe,petrolina
56332,-9.389208908130886,-40.46319431127011,pe,petrolina
56345,-9.379866148323698,-40.53875172676857,pe,rajada
56355,-8.447365051221961,-40.767659918662346,pe,dormentes
56360,-8.515395318535546,-41.012559196742544,pe,afrânio
56380,-8.798637822387784,-39.824879984911526,pe,santa maria da boa vista
56395,-8.995694202421916,-40.26914082439451,pe,lagoa grande
56400,-8.601279061473267,-38.56880103092132,pe,floresta
56420,-8.318159491139465,-38.74592603455972,pe,carnaubeira da penha
56430,-8.726607539848674,-38.6893686303976,pe,itacuruba
56440,-8.750806602176919,-38.96304601484192,pe,belém do são francisco
56460,-8.97445277384061,-38.21986668988561,pe,petrolandia
56470,-9.176603805081209,-38.24191598338835,pe,jatoba
56480,-9.106289690475828,-38.149796602331584,pe,tacaratu
56502,-8.408637602905332,-37.08019019866228,pe,arcoverde
56503,-8.414954999999992,-37.06603825753896,pe,arcoverde
56504,-8.415454267762314,-37.05248303112526,pe,arcoverde
56505,-8.416699867715522,-37.0527831475678,pe,arcoverde
56506,-8.41995880670538,-37.05095807341146,pe,arcoverde
56509,-8.425522451228117,-37.06242495478445,pe,arcoverde
56510,-8.432178208769445,-37.06371026733306,pe,arcoverde
56511,-8.436619329214349,-37.06893630606194,pe,arcoverde
56512,-8.418515189075316,-37.06278863550521,pe,arcoverde
56515,-8.418665619921402,-37.04884034858117,pe,arcoverde
56516,-8.432659340530034,-37.06922184988276,pe,arcoverde
56517,-8.416261297446292,-37.04481950987603,pe,arcoverde
56519,-8.417775423616026,-37.04214824442487,pe,arcoverde
56520,-8.621022745328284,-37.15715277958751,pe,buique
56540,-8.753193,-37.340379000000006,pe,tupanatinga
56550,-8.94304494755804,-37.41845174247554,pe,itaíba
56560,-8.901847790891091,-37.82822510991491,pe,inajá
56565,-8.960575436936491,-37.62834754380709,pe,manari
56580,-8.539760909909068,-37.69673301137336,pe,ibimirim
56600,-8.077978607937471,-37.26565605477795,pe,sertania
56640,-8.093576009155354,-37.65041050065395,pe,custodia
56670,-8.272787199584407,-38.03476206328157,pe,betânia
56700,-7.479966991167862,-37.27344494267325,pe,sao jose do egito
56720,-7.376395560478204,-37.19523372642441,pe,itapetim
56740,-7.349939472024294,-37.2842187115992,pe,brejinho
56750,-7.372442425991287,-37.47819553918402,pe,santa terezinha
56760,-7.614085500000002,-37.32138900000001,pe,tuparetama
56780,-7.599095527886835,-37.53589447599233,pe,tabira
56795,-7.601441575552909,-37.64837918633293,pe,solidao
56800,-7.749231126194527,-37.63685582174986,pe,afogados da ingazeira
56820,-7.804819300716695,-37.79330909824093,pe,caraiba
56825,-7.667369270100113,-37.68926112815532,pe,ibitiranga
56828,-7.717868378974563,-37.85186718410282,pe,quixada
56830,-7.677062999999997,-37.4603895,pe,ingazeira
56840,-7.835876284773153,-37.51256943544647,pe,iguaraci
56848,-8.397856356072255,-35.05693044337457,pe,jabitaca
56850,-7.867093673974861,-37.974554439898746,pe,flores
56870,-7.830178481047268,-38.10474229467637,pe,triunfo
56895,-7.818357010576697,-38.15325232745001,pe,santa cruz da baixa verde
56903,-7.98942972126217,-38.28899319677021,pe,serra talhada
56906,-7.988974801634559,-38.31159121564827,pe,serra talhada
56909,-7.98108026981447,-38.28857848347184,pe,serra talhada
56912,-7.995723678645475,-38.2943858856486,pe,serra talhada
56915,-7.998162352750823,-38.30390693241957,pe,serra talhada
56930,-7.939812459204201,-38.15193689365996,pe,calumbi
56950,-7.867789854179147,-38.76054872355199,pe,sao jose do belmonte
56980,-8.122057687725043,-38.729256374215545,pe,mirandiba
57000,-9.638605854290484,-35.710221546627054,al,maceió
57010,-9.673522969999963,-35.75954999999993,al,maceió
57014,-9.634459924231049,-35.745629029141895,al,maceió
57015,-9.655383363581304,-35.754059168474775,al,maceio
57017,-9.640899000000005,-35.74474649999999,al,maceio
57018,-9.621185689907092,-35.74884823017196,al,maceio
57020,-9.536067881939571,-35.751403702864174,al,maceio
57022,-9.671368389953257,-35.719680913266785,al,maceio
57025,-9.66093139295328,-35.72371047723787,al,maceio
57030,-9.66563067554392,-35.718308303768296,al,maceio
57031,-9.6443444223804,-35.712186205927495,al,maceio
57035,-9.656441569634511,-35.71199490093108,al,maceio
57036,-9.649837477927226,-35.70745033236193,al,maceio
57037,-9.64290825080245,-35.71065069575163,al,maceio
57038,-9.632971026920206,-35.6969696014484,al,maceio
57039,-9.584741797104074,-35.664280436959295,al,maceio
57040,-9.649288288649071,-35.724452726470126,al,maceio
57041,-9.63675755453289,-35.71583377990652,al,maceio
57042,-9.631462883696628,-35.712780729991245,al,maceio
57043,-9.62901303912522,-35.727805000692484,al,maceio
57044,-9.628637859687684,-35.711383695966674,al,maceio
57045,-9.619389423755829,-35.71426332363092,al,maceio
57046,-9.613217239287312,-35.719633652535485,al,maceio
57048,-9.577173524999978,-35.73841799999997,al,maceio
57050,-9.643617293001462,-35.73344186305231,al,maceió
57051,-9.65107100329769,-35.731439969310806,al,maceio
57052,-9.639509171371904,-35.733717083168045,al,maceio
57055,-9.637268337629378,-35.74330375606802,al,maceio
57057,-9.625157767516509,-35.74252217044769,al,maceio
57060,-9.590206631138562,-35.76699664847947,al,maceio
57061,-9.5770334776299,-35.77185497777825,al,maceio
57062,-9.608373953921216,-35.76131246142304,al,maceio
57063,-9.617633999999992,-35.762710500000004,al,maceio
57070,-9.545749093254091,-35.78681538121069,al,maceió
57071,-9.578675746755232,-35.81064137337762,al,maceio
57072,-9.542977129044427,-35.78432513498623,al,maceio
57073,-9.563074323720992,-35.77119957672379,al,maceio
57074,-9.551496583126546,-35.74667422938432,al,maceio
57075,-9.550947098257252,-35.78991513946058,al,maceio
57080,-9.594243345400749,-35.74878529860126,al,maceio
57081,-9.572681357752924,-35.75742930183505,al,maceio
57082,-9.581508435708864,-35.75758266821137,al,maceio
57083,-9.56419141326677,-35.74022374854289,al,maceio
57084,-9.539416635293502,-35.717105253390336,al,maceio
57085,-9.560246286042164,-35.74411720707219,al,maceió
57086,-9.659456580904845,-35.715937871775616,al,maceio
57100,-9.47663498549308,-35.85646721753975,al,rio largo
57120,-9.56566510299885,-35.82326662758272,al,satuba
57130,-9.599744064900332,-35.82592658034318,al,santa luzia do norte
57140,-9.637658609091485,-35.79101525160084,al,coqueiro seco
57150,-9.597606563057983,-35.96035712912617,al,pilar
57160,-9.729542787769368,-35.826528571996285,al,marechal deodoro
57180,-9.838684355713534,-35.89596559633788,al,barra de sao miguel
57200,-10.290662999999991,-36.583199999999984,al,penedo
57210,-10.405836974901254,-36.42901526334425,al,piacabucu
57220,-10.292327772325192,-36.30577725049051,al,feliz deserto
57230,-10.126418687262714,-36.176287943164624,al,coruripe
57235,-10.055580467691437,-36.05262131421984,al,poxim
57240,-9.77684647085352,-36.10414584145479,al,sao miguel dos campos
57241,-9.782452695936046,-36.10200803570856,al,sao miguel dos campos
57242,-9.783188815242594,-36.0899305271361,al,sao miguel dos campos
57244,-10.014245916648282,-36.02309041327164,al,jequia da praia
57245,-9.806621040983892,-36.11622254966436,al,sao miguel dos campos
57246,-9.835211516363268,-35.97697001866031,al,roteiro
57250,-9.781839358572894,-36.34580555381587,al,campo alegre
57255,-29.800343474488415,-51.8709288238264,al,jequia da praia
57257,-9.833569217710329,-35.977781717710315,al,roteiro
57258,-9.653239687200678,-35.74496877047144,al,luziapolis
57260,-9.562936700843688,-35.752736447652694,al,limoeiro de anadia
57265,-9.91904378895249,-36.36049968037928,al,teotonio vilela
57270,-9.888675029135362,-36.46836013110915,al,junqueiro
57275,-9.951461373717692,-36.54291782265805,al,sao sebastiao
57280,-10.130584965521912,-36.65275959576527,al,igreja nova
57290,-10.187692344357432,-36.83848043067402,al,porto real do colegio
57300,-9.765807708505816,-36.64891540211087,al,arapiraca
57301,-9.766108716250695,-36.64865354623835,al,arapiraca
57302,-9.760208888210428,-36.636871540339165,al,arapiraca
57303,-9.784842656569497,-36.63255034989211,al,arapiraca
57304,-9.759733318854648,-36.65920272272797,al,arapiraca
57305,-9.749041409132976,-36.66865851711054,al,arapiraca
57306,-9.739881593792877,-36.67932272355438,al,arapiraca
57307,-9.731185510005467,-36.67501045743488,al,arapiraca
57308,-9.739475102362482,-36.664950848576765,al,arapiraca
57309,-9.723395446648516,-36.67894430859248,al,arapiraca
57310,-9.732352500000005,-36.65610224999999,al,arapiraca
57311,-9.741133003083968,-36.65923020485724,al,arapiraca
57312,-9.739777078090574,-36.65015637115834,al,arapiraca
57313,-9.753594352228212,-36.65304904837865,al,arapiraca
57314,-9.749799526946072,-36.64516908848489,al,arapiraca
57315,-9.730741499999995,-36.644850000000005,al,arapiraca
57316,-9.75719280593384,-36.6447986993961,al,arapiraca
57317,-9.797449499999994,-36.625158,al,arapiraca
57319,-23.258223635207305,-47.307429999459416,al,vila sao francisco
57320,-9.619617129168727,-36.76306004038555,al,craibas
57325,-9.633757498286188,-36.57856092949353,al,coite do noia
57330,-9.826357936406035,-36.74350553020881,al,lagoa da canoa
57340,-9.898865239033432,-36.67887404118209,al,feira grande
57350,-9.957563725393376,-36.79197266014477,al,campo grande
57360,-9.884729879912918,-36.83097543570194,al,girau do ponciano
57370,-9.970578300415776,-37.00358396139679,al,traipu
57380,-10.12626257927444,-36.89934930734973,al,sao bras
57390,-10.058129820454525,-36.81269635551255,al,olho dágua grande
57400,-9.749228164247931,-37.43694329134106,al,pão de açúcar
57410,-9.674813757090272,-37.32642322263359,al,palestina
57420,-9.67544671932256,-37.12468028561955,al,batalha
57425,-9.659886284470486,-37.00033396724267,al,jaramataia
57430,-9.635138935560676,-37.20409086694509,al,jacare dos homens
57440,-9.604761111065375,-37.24849386111683,al,monteiropolis
57442,-9.53380482124702,-37.29157318632056,al,olho d'agua das flores
57445,-9.560354288001047,-37.37983664590461,al,sao jose da tapera
57460,-9.603344247734617,-37.75730736075658,al,piranhas
57470,-9.500699832910351,-37.831897398014085,al,olho d'água do casado
57475,-9.256331630289887,-38.001730269245336,al,pariconha
57480,-9.371842515484014,-38.00205479029997,al,delmiro gouveia
57490,-9.259948954082985,-37.93480438908667,al,agua branca
57500,-9.37426555048044,-37.24872707973786,al,santana do ipanema
57510,-9.307433636177896,-37.28621516209697,al,poco das trincheiras
57515,-9.466144252112342,-37.45647709086584,al,senador rui palmeira
57520,-9.234359128790231,-37.34988644404799,al,maravilha
57525,-9.163032433754578,-37.35839233734201,al,ouro branco
57530,-9.113100722823068,-37.61158401052933,al,canapi
57535,-9.484243042247725,-37.37405646701522,al,carneiros
57540,-9.118185299007378,-37.7231695259358,al,mata grande
57545,-9.221200793777086,-37.75086088133125,al,inhapi
57550,-9.517844539936991,-37.19044607667716,al,olivenca
57560,-9.38569128292286,-37.0910172231259,al,dois riachos
57570,-9.402247754255376,-36.98364604253931,al,cacimbinhas
57580,-9.56771543672671,-37.12786963906518,al,major isidoro
57600,-9.405831345464666,-36.630179203532,al,palmeira dos indios
57601,-9.41159178735396,-36.637984817969446,al,palmeira dos indios
57602,-9.41408244628213,-36.62127437680883,al,palmeira dos indios
57603,-9.418203303056634,-36.62727219608992,al,palmeira dos indios
57604,-9.428342932765291,-36.62835255602892,al,palmeira dos indios
57605,-9.415774465142151,-36.6222388758987,al,palmeira dos indios
57606,-9.399691846684023,-36.66442458397915,al,palmeira dos índios
57607,-9.413894146861326,-36.6400317146707,al,palmeira dos indios
57608,-9.412516394640368,-36.64264262753168,al,palmeira dos índios
57620,-9.537973348155305,-36.63070656476612,al,igaci
57625,-9.389704443566467,-36.7580056232983,al,estrela de alagoas
57630,-9.569374354216542,-36.49297105084643,al,belem
57635,-9.53416808476923,-36.43440734153849,al,tanque d'arca
57640,-9.646474099375768,-36.49149384090242,al,taquarana
57660,-9.682726142510177,-36.30282096257622,al,anadia
57670,-9.577321025787803,-36.30549178547161,al,maribondo
57680,-9.64243344854664,-36.21874341424441,al,boca da mata
57690,-9.50500165962754,-36.02048157613924,al,atalaia
57700,-9.378759899547344,-36.23901394986039,al,vicosa
57720,-9.474921681204073,-36.2876755840602,al,pindoba
57730,-9.451208581887236,-36.387711825813625,al,mar vermelho
57740,-9.37570320797708,-36.37916145908502,al,paulo jacinto
57750,-9.316654310585411,-36.46675348654845,al,quebrangulo
57760,-9.255051874535107,-36.29492342066288,al,cha preta
